Feature,Importance
Proced 01 Principal (cod+des),46.36684098888458
Diag 01 Principal (cod+des),22.20934497945208
Grupo_Edad,11.463535440427934
Proced 02 Secundario (cod+des),8.502401963413464
Diag 02 Secundario (cod+des),7.137418097514367
Diag 03 Secundario (cod+des),2.7067959365334073
Edad en años,0.8336491834684444
Sexo (Desc),0.7800134103055997
